date,description,amount_npr,category,persona,household,group_type,festival
2023-10-24,Snacks for cards night,2150,food,working_bachelor,working_bachelor_1,roommates,dashain
2023-10-24,New clothes for Dashain,9100,shopping,working_bachelor,working_bachelor_1,roommates,dashain
2023-10-24,Monthly grocery,10450,food,working_bachelor,working_bachelor_3,roommates,
2023-10-25,Newari khaja set,670,food,family,family_1,family,
2023-10-25,Cafe bill Kirtipur,1570,food,family,family_1,family,
2023-10-25,Dinner Thakali Kitchen,1150,food,family,family_3,family,
2023-10-25,Airport taxi return,1390,transport,student_home,student_home_1,college,
2023-10-25,canteen lunch at college,230,food,student_home,student_home_3,college,
2023-10-25,Micro to Baneshwor,40,transport,student_hostel,student_hostel_2,roommates,
2023-10-25,Monthly grocery,4200,food,student_hostel,student_hostel_3,roommates,
2023-10-25,Buff momo Patan takeaway,160,food,trip_group,trip_group_1,trip,
2023-10-25,kitchen utensils,3450,shopping,working_bachelor,working_bachelor_1,roommates,
2023-10-25,Tihar shopping Big Mart,2900,shopping,working_bachelor,working_bachelor_1,roommates,
2023-10-25,Jeep to Pokhara,5550,transport,working_bachelor,working_bachelor_2,roommates,
2023-10-25,Electricity bill shared 3 ways,1120,utilities,working_bachelor,working_bachelor_3,roommates,
2023-10-26,Laptop bag with cashback,3250,shopping,family,family_2,family,
2023-10-26,Vegetables from Kalimati,410,food,family,family_3,family,
2023-10-26,NTC data pack - last month,310,utilities,student_hostel,student_hostel_1,roommates,
2023-10-26,NETFLIX SUBSCRIPTION SPLIT GROUP BOOKING,1950,entertainment,student_hostel,student_hostel_1,roommates,
2023-10-26,Wifi bill paid by Khalti,1010,utilities,student_hostel,student_hostel_2,roommates,
2023-10-26,Lunch at college canteen,970,food,student_hostel,student_hostel_3,roommates,
2023-10-26,bike repair puncture,810,transport,trip_group,trip_group_1,trip,
2023-10-26,Petrol,2450,transport,trip_group,trip_group_3,trip,
2023-10-26,HOSTEL DORM BED,800,hotel,trip_group,trip_group_3,trip,
2023-10-26,InDrive to Kalanki,340,transport,trip_group,trip_group_3,trip,
2023-10-26,Vegetables from Kalimati with Bikash,670,food,trip_group,trip_group_3,trip,
2023-10-26,Gift for Prakriti,7300,shopping,working_bachelor,working_bachelor_3,roommates,
2023-10-27,Micro to Chabahil,70,transport,family,family_1,family,
2023-10-27,Newari khaja set,490,food,family,family_1,family,
2023-10-27,Ice cream - for 2 people,580,food,family,family_1,family,
2023-10-27,Fruits for Dashain tika office lunch,710,food,family,family_1,family,
2023-10-27,Taxi Balkhu to Patan late night,1030,transport,student_home,student_home_1,college,
2023-10-27,NEA bijuli bill Kartik paid via eSewa,1170,utilities,student_hostel,student_hostel_2,roommates,
2023-10-27,Hotel dinner Pokhara weekend rate,1440,hotel,student_hostel,student_hostel_3,roommates,
2023-10-27,Sajha bus to Bouddha to office,45,transport,trip_group,trip_group_2,trip,
2023-10-27,park entry ticket with friends,350,entertainment,trip_group,trip_group_2,trip,
2023-10-27,Momo at Chikusa cafe with Sujan,310,food,working_bachelor,working_bachelor_1,roommates,
2023-10-27,Jeep to Sarangkot,2900,transport,working_bachelor,working_bachelor_2,roommates,
2023-10-27,Chiya for everyone,170,food,working_bachelor,working_bachelor_2,roommates,
2023-10-28,Concert ticket,1310,entertainment,family,family_2,family,
2023-10-28,Micro to Bouddha,45,transport,family,family_3,family,
2023-10-28,chicken 1 kg takeaway,810,food,family,family_3,family,
2023-10-28,Repair work reimburse later,1740,other,student_home,student_home_2,college,
2023-10-28,Airport taxi to office,1530,transport,student_home,student_home_2,college,
2023-10-28,NEA bijuli bill Kartik advance,1160,utilities,student_hostel,student_hostel_1,roommates,
2023-10-28,BUS TICKET AND KHAJA ON THE WAY,610,transport,trip_group,trip_group_1,trip,
2023-10-28,Momo at Trisara after class,220,food,trip_group,trip_group_2,trip,
2023-10-28,College canteen chiya takeaway,40,food,trip_group,trip_group_3,trip,
2023-10-29,Milk and eggs,470,food,family,family_1,family,
2023-10-29,birthday cake after class,1160,food,family,family_1,family,
2023-10-29,Chiya for everyone - office lunch,110,food,family,family_2,family,
2023-10-29,Fruits for Dashain tika - EMI,440,shopping,family,family_2,family,
2023-10-29,Birthday cake,1020,food,student_home,student_home_1,college,
2023-10-29,Photocopy,35,other,student_home,student_home_3,college,
2023-10-29,Fruits for Dashain tika takeaway,1230,food,student_hostel,student_hostel_2,roommates,
2023-10-29,Tihar shopping Big Mart,5350,shopping,student_hostel,student_hostel_3,roommates,
2023-10-29,Momo at Momo Magic,140,food,trip_group,trip_group_2,trip,
2023-10-29,Chowmein and coke,320,food,working_bachelor,working_bachelor_1,roommates,
2023-10-29,Grocery Slesberry,5450,food,working_bachelor,working_bachelor_1,roommates,
2023-10-29,Taxi to hotel to college,1140,transport,working_bachelor,working_bachelor_2,roommates,
2023-10-29,Bike repair puncture,570,transport,working_bachelor,working_bachelor_2,roommates,
2023-10-29,Kitchen utensils,2100,shopping,working_bachelor,working_bachelor_2,roommates,
2023-10-30,Gas cylinder,2450,utilities,family,family_1,family,
2023-10-30,NIGHT BUSTICKETS LATE NIGHT,1290,transport,student_home,student_home_3,college,
2023-10-30,Chitwan jungle safari - with friends,4450,entertainment,student_hostel,student_hostel_1,roommates,
2023-10-30,chicken 1 kg - after class,380,food,student_hostel,student_hostel_2,roommates,
2023-10-30,Zipline Dhulikhel group booking,4300,entertainment,trip_group,trip_group_1,trip,
2023-10-30,Park entry ticket,430,entertainment,trip_group,trip_group_2,trip,
2023-10-30,Headphones - with cashback,3300,shopping,working_bachelor,working_bachelor_2,roommates,
2023-10-31,Chicken 1 kg,490,food,family,family_1,family,
2023-10-31,InDrive to Koteshwor,490,transport,student_home,student_home_1,college,
2023-10-31,Gas cylinder,2050,shopping,student_home,student_home_3,college,
2023-10-31,chicken 1 kg,560,food,trip_group,trip_group_1,trip,
2023-10-31,Thakali khana set Sundhara veg,480,food,trip_group,trip_group_1,trip,
2023-10-31,Guest house Sarangkot - 2 rooms,1960,hotel,trip_group,trip_group_3,trip,
2023-10-31,Chiya for everyone,170,food,working_bachelor,working_bachelor_3,roommates,
2023-11-01,gas cylinder advance,1500,utilities,family,family_2,family,
2023-11-01,Samosa chiya Kalanki,140,food,family,family_3,family,
2023-11-01,Spotify family group booking,500,entertainment,student_home,student_home_2,college,
2023-11-01,Hotel dinner Nagarkot with Hari,1540,food,student_hostel,student_hostel_1,roommates,
2023-11-01,Airport taxi to college,930,transport,student_hostel,student_hostel_2,roommates,
2023-11-01,Cafe bill Satdobato - extra chutney,260,food,trip_group,trip_group_3,trip,
2023-11-01,Popcorn and coke at Jai Nepal,290,entertainment,trip_group,trip_group_3,trip,
2023-11-01,Breakfast,230,food,working_bachelor,working_bachelor_1,roommates,
2023-11-02,Tarkari kinne,290,food,family,family_1,family,
2023-11-02,Tuition fee monthly final year,4400,education,student_home,student_home_1,college,
2023-11-02,Jeep to Sauraha,4250,transport,student_home,student_home_1,college,
2023-11-02,Tuition fee monthly,4300,education,student_home,student_home_2,college,
2023-11-02,Stationery and printing,790,shopping,student_home,student_home_2,college,
2023-11-02,Water jar,75,food,student_home,student_home_2,college,
2023-11-02,Chowmein and coke,240,food,student_home,student_home_3,college,
2023-11-02,Deluxe bus ticket to Bandipur,3050,transport,student_hostel,student_hostel_1,roommates,
2023-11-02,Monthly grocery Saturday,2200,food,student_hostel,student_hostel_2,roommates,
2023-11-02,Bus ticket and khaja on the way,910,transport,working_bachelor,working_bachelor_1,roommates,
2023-11-02,sekuwa and chiura,740,food,working_bachelor,working_bachelor_1,roommates,
2023-11-03,Dal bhat at Bkery Cafe office lunch,480,food,family,family_1,family,
2023-11-03,Wifi bill shared 3 ways,890,utilities,family,family_3,family,
2023-11-03,MOMO AT THAKALI KITCHEN,190,food,student_home,student_home_1,college,
2023-11-03,Stationery and printing final year,950,education,student_home,student_home_2,college,
2023-11-03,Khaja - with Hari,95,food,working_bachelor,working_bachelor_1,roommates,
2023-11-03,Cafe bill Patan takeaway,520,food,working_bachelor,working_bachelor_2,roommates,
2023-11-04,bank charge,480,other,family,family_1,family,
2023-11-04,Thakali khana set Sadobato,430,food,student_home,student_home_2,college,
2023-11-04,Milk and eggs,470,food,student_home,student_home_3,college,
2023-11-04,Homestay Ilam weekend rate,2550,hotel,student_hostel,student_hostel_1,roommates,
2023-11-04,Room rent Mangsir with water charge,6600,rent,student_hostel,student_hostel_2,roommates,
2023-11-04,Flat rent Koteshwor,13300,rent,working_bachelor,working_bachelor_1,roommates,
2023-11-04,LPG refill,2050,utilities,working_bachelor,working_bachelor_1,roommates,
2023-11-04,Pizza night takeaway,1570,food,working_bachelor,working_bachelor_2,roommates,
2023-11-04,Flat rent Sundhara - Mangsir,12500,rent,working_bachelor,working_bachelor_3,roommates,
2023-11-05,Fruits for Dashain tika,1030,food,family,family_1,family,
2023-11-05,BIRTHDAY CAKE FOR 7 PEOPLE,2250,food,family,family_1,family,
2023-11-05,Taxi Chabahil to Jhamsikhel - to office,340,transport,family,family_1,family,
2023-11-05,Fruits for Dashain tika after class,1450,food,family,family_1,family,
2023-11-05,Dashain kurta shopping online,3050,shopping,family,family_2,family,
2023-11-05,HAIRCUT FOR RAM,390,other,student_hostel,student_hostel_1,roommates,
2023-11-05,Dal bhat at Everest Momo Center extra chutney,680,food,student_hostel,student_hostel_1,roommates,
2023-11-05,College canteen chiya,85,food,student_hostel,student_hostel_2,roommates,
2023-11-05,hotel bill with breakfast,2500,hotel,student_hostel,student_hostel_2,roommates,
2023-11-05,Dal bhat at Chikusa cafe,450,food,student_hostel,student_hostel_3,roommates,
2023-11-05,PATHAO RIDE - LATE NIGHT,340,transport,working_bachelor,working_bachelor_1,roommates,
2023-11-05,dashain kurta shopping,2750,shopping,working_bachelor,working_bachelor_1,roommates,
2023-11-05,Flat rent Koteshwor paid to landlord,15950,rent,working_bachelor,working_bachelor_2,roommates,
2023-11-05,Momo at Roadhouse Cafe - with Sita,300,food,working_bachelor,working_bachelor_2,roommates,
2023-11-05,Khaja with didi,140,food,working_bachelor,working_bachelor_3,roommates,
2023-11-06,Lunch at Roadhouse Cafe,220,food,family,family_2,family,
2023-11-06,Lunch at Bakery Cafe,520,food,family,family_2,family,
2023-11-06,concert ticket,1690,entertainment,family,family_2,family,
2023-11-06,Pahao ride,330,transport,student_home,student_home_1,college,
2023-11-06,Dashain shopping,9950,shopping,student_home,student_home_3,college,
2023-11-06,Hotel bill with breakfast office lunch,6650,food,trip_group,trip_group_1,trip,
2023-11-06,Gas cylinder,2050,utilities,trip_group,trip_group_1,trip,
2023-11-06,Ftsal booking for 3 people,1420,entertainment,trip_group,trip_group_3,trip,
2023-11-06,Chowmein and coke,250,food,working_bachelor,working_bachelor_3,roommates,
2023-11-07,Khanepani bill,390,utilities,family,family_1,family,
2023-11-07,medicine from pharmacy,1180,other,family,family_1,family,
2023-11-07,Newari khaj set,800,food,student_home,student_home_1,college,
2023-11-07,Hotel bill with breakfast,6100,hotel,student_home,student_home_1,college,
2023-11-07,Taxi Thamel to Jhamsikhel return,480,transport,student_home,student_home_3,college,
2023-11-07,Stationery and printing,1010,education,student_home,student_home_3,college,
2023-11-07,Buff momo Chabahil - with dai,260,food,student_hostel,student_hostel_1,roommates,
2023-11-07,Newari khaja set with Ram,790,food,student_hostel,student_hostel_3,roommates,
2023-11-07,Chicken momo plate veg,310,food,student_hostel,student_hostel_3,roommates,
2023-11-07,Bungee jump,8450,entertainment,working_bachelor,working_bachelor_1,roommates,
2023-11-08,Gas cylinder - advance,1800,utilities,family,family_2,family,
2023-11-08,Chowmein and coe veg,300,food,student_home,student_home_1,college,
2023-11-08,Paragliding Sarangkot,10450,entertainment,student_home,student_home_1,college,
2023-11-08,College bus fee to college,1550,transport,student_home,student_home_3,college,
2023-11-08,Water jar,130,food,student_hostel,student_hostel_1,roommates,
2023-11-08,cab to airport with luggage - cash,1570,other,student_hostel,student_hostel_3,roommates,
2023-11-08,Popcorn and coke at Jai Nepal with Mina,660,food,trip_group,trip_group_1,trip,
2023-11-08,spotify family group booking,710,entertainment,trip_group,trip_group_2,trip,
2023-11-08,Monthly bill paid urgent,4900,other,trip_group,trip_group_3,trip,
2023-11-08,Boating Phewa lake - group booking,780,entertainment,trip_group,trip_group_3,trip,
2023-11-08,Worldlink internet 3 months,970,utilities,working_bachelor,working_bachelor_1,roommates,
2023-11-09,Water jar,60,food,family,family_1,family,
2023-11-09,Milk and eggs - for 2 people,270,food,family,family_3,family,
2023-11-09,Vegetables from Kalimati- with Ram,1260,food,family,family_3,family,
2023-11-09,Snacks during movie,470,entertainment,student_home,student_home_2,college,
2023-11-09,micro to maharajgunj to college,45,transport,student_home,student_home_2,college,
2023-11-09,Monthly grocery,3500,food,student_hostel,student_hostel_2,roommates,
2023-11-09,Momo at BakeryCafe office lunch,260,food,student_hostel,student_hostel_3,roommates,
2023-11-09,Homestay Bandipur weekend rate,1340,hotel,trip_group,trip_group_3,trip,
2023-11-09,newari khaja set for 5 people,740,food,working_bachelor,working_bachelor_2,roommates,
2023-11-10,NEA bijuli bill Mangsir,2900,utilities,family,family_1,family,
2023-11-10,Deluxe bus ticket to Dhulikhel - to office,2200,transport,family,family_1,family,
2023-11-10,Sweets from Bhathateni for Tihar,1920,food,family,family_1,family,tihar
2023-11-10,Dry fruits for Bhai Tika veg,1720,food,family,family_1,family,tihar
2023-11-10,Rangoli colours,520,shopping,family,family_1,family,tihar
2023-11-10,Dry fruits for Bhai Tika after class,3000,food,family,family_1,family,tihar
2023-11-10,Laptop bag,3150,shopping,family,family_2,family,
2023-11-10,"Diyo, candles and lights",1630,shopping,family,family_2,family,tihar
2023-11-10,Rangoli colours,230,shopping,family,family_3,family,tihar
2023-11-10,Gold coin on Dhanteras,11950,shopping,family,family_3,family,tihar
2023-11-10,Laxmi pujasamagri - emergency,3150,other,family,family_3,family,tihar
